LIDNUM,NAME,LAT,LONG,MAX_AGE,MIN_AGE,SLICE_ID,SLICE_NAME,MEAN_HYPSODONTY,nb_orders,nb_genera,nb_spec,nb_spec_all,Artiodactyla_genera,Perissodactyla_genera,Primates_genera,Proboscidea_genera,Artiodactyla,Perissodactyla,Primates,Proboscidea,Artiodactyla_Aepycamelus,Artiodactyla_Agriochoerus,Artiodactyla_Aletomeryx,Artiodactyla_Alforjas,Artiodactyla_Aquascalientia,Artiodactyla_Archaeotherium,Artiodactyla_Arretotherium,Artiodactyla_Australocamelus,Artiodactyla_Barbouromeryx,Artiodactyla_Blastomeryx,Artiodactyla_Blickohyus,Artiodactyla_Blickomylus,Artiodactyla_Boreameryx,Artiodactyla_Bothriodon,Artiodactyla_Bouromeryx,Artiodactyla_Brachycrus,Artiodactyla_Bretzia,Artiodactyla_Camelops,Artiodactyla_Capromeryx,Artiodactyla_Catagonus,Artiodactyla_Ceratomeryx,Artiodactyla_Choerodon,Artiodactyla_Cosoryx,Artiodactyla_Cranioceras,Artiodactyla_Cuyamacamelus,Artiodactyla_Cynorca,Artiodactyla_Daeodon,Artiodactyla_Delahomeryx,Artiodactyla_Drepanomeryx,Artiodactyla_Dromomeryx,Artiodactyla_Dyseohyus,Artiodactyla_Elomeryx,Artiodactyla_Eocoileus,Artiodactyla_Eotylopus,Artiodactyla_Eporeodon,Artiodactyla_Eucrotaphus,Artiodactyla_Floridachoerus,Artiodactyla_Floridatragulus,Artiodactyla_Gentilicamelus,Artiodactyla_Gigantocamelus,Artiodactyla_Hemiauchenia,Artiodactyla_Hendryomeryx,Artiodactyla_Heptacodon,Artiodactyla_Hesperhys,Artiodactyla_Hesperocamelus,Artiodactyla_Hexameryx,Artiodactyla_Hexobelomeryx,Artiodactyla_Homocamelus,Artiodactyla_Hypertragulus,Artiodactyla_Hypisodus,Artiodactyla_Hypsiops,Artiodactyla_Ilingoceros,Artiodactyla_Kukusepasutanka,Artiodactyla_Kyptoceras,Artiodactyla_Lambdoceras,Artiodactyla_Leptauchenia,Artiodactyla_Leptochoerus,Artiodactyla_Leptomeryx,Artiodactyla_Leptoreodon,Artiodactyla_Leptotragulus,Artiodactyla_Longirostromeryx,Artiodactyla_Machaeromeryx,Artiodactyla_Macrogenis,Artiodactyla_Mediochoerus,Artiodactyla_Megacamelus,Artiodactyla_Megatylopus,Artiodactyla_Merriamoceros,Artiodactyla_Meryceros,Artiodactyla_Merychyus,Artiodactyla_Merycochoerus,Artiodactyla_Merycodus,Artiodactyla_Merycoides,Artiodactyla_Merycoidodon,Artiodactyla_Mesoreodon,Artiodactyla_Michenia,Artiodactyla_Miniochoerus,Artiodactyla_Miolabis,Artiodactyla_Miotylopus,Artiodactyla_Mylohyus,Artiodactyla_Nanotragulus,Artiodactyla_Neotragocerus,Artiodactyla_Nothokemas,Artiodactyla_Nothotylopus,Artiodactyla_Odocoileus,Artiodactyla_Oreodontoides,Artiodactyla_Oreonetes,Artiodactyla_Osbornoceros,Artiodactyla_Oxydactylus,Artiodactyla_Palaeolama,Artiodactyla_Parablastomeryx,Artiodactyla_Paracosoryx,Artiodactyla_Paralabis,Artiodactyla_Paramiolabis,Artiodactyla_Paratoceras,Artiodactyla_Paratylopus,Artiodactyla_Paroreodon,Artiodactyla_Pediomeryx,Artiodactyla_Perchoerus,Artiodactyla_Phenacocoelus,Artiodactyla_Platygonus,Artiodactyla_Pleiolama,Artiodactyla_Plioceros,Artiodactyla_Poebrotherium,Artiodactyla_Priscocamelus,Artiodactyla_Proantilocapra,Artiodactyla_Problastomeryx,Artiodactyla_Procamelus,Artiodactyla_Procranioceras,Artiodactyla_Prodesmatochoerus,Artiodactyla_Pronodens,Artiodactyla_Prosthennops,Artiodactyla_Prosynthetoceras,Artiodactyla_Protoceras,Artiodactyla_Protolabis,Artiodactyla_Pseudoblastomeryx,Artiodactyla_Pseudoceras,Artiodactyla_Pseudolabis,Artiodactyla_Pseudoparablastomeryx,Artiodactyla_Rakomeryx,Artiodactyla_Rakomylus,Artiodactyla_Ramoceros,Artiodactyla_Sespia,Artiodactyla_Simimeryx,Artiodactyla_Sinclairomeryx,Artiodactyla_Sphenophalos,Artiodactyla_Stenomylus,Artiodactyla_Stibarus,Artiodactyla_Subantilocapra,Artiodactyla_Subdromomeryx,Artiodactyla_Submeryceros,Artiodactyla_Syndyoceras,Artiodactyla_Synthetoceras,Artiodactyla_Tanymykter,Artiodactyla_Tayassu,Artiodactyla_Tetrameryx,Artiodactyla_Texoceros,Artiodactyla_Thinohyus,Artiodactyla_Ticholeptus,Artiodactyla_Titanotylopus,Artiodactyla_Yumaceras,Perissodactyla_Acritohippus,Perissodactyla_Anchippus,Perissodactyla_Anchitherium,Perissodactyla_Aphelops,Perissodactyla_Archaeohippus,Perissodactyla_Astrohippus,Perissodactyla_Calippus,Perissodactyla_Colodon,Perissodactyla_Cormohipparion,Perissodactyla_Desmatippus,Perissodactyla_Diceratherium,Perissodactyla_Dinohippus,Perissodactyla_Equus,Perissodactyla_Floridaceras,Perissodactyla_Galushaceras,Perissodactyla_Gulfoceras,Perissodactyla_Heteropliohippus,Perissodactyla_Hipparion,Perissodactyla_Hippidion,Perissodactyla_Hypohippus,Perissodactyla_Hyracodon,Perissodactyla_Kalobatippus,Perissodactyla_Megahippus,Perissodactyla_Menoceras,Perissodactyla_Merychippus,Perissodactyla_Mesohippus,Perissodactyla_Metamynodon,Perissodactyla_Miohippus,Perissodactyla_Miotapirus,Perissodactyla_Moropus,Perissodactyla_Nannippus,Perissodactyla_Neohipparion,Perissodactyla_Nexuotapirus,Perissodactyla_Onohippidium,Perissodactyla_Parahippus,Perissodactyla_Parapliohippus,Perissodactyla_Penetrigonias,Perissodactyla_Peraceras,Perissodactyla_Plesiohipparion,Perissodactyla_Pliohippus,Perissodactyla_Protapirus,Perissodactyla_Protohippus,Perissodactyla_Pseudohipparion,Perissodactyla_Scaphohippus,Perissodactyla_Skinnoceras,Perissodactyla_Subhyracodon,Perissodactyla_Tapiravus,Perissodactyla_Tapirus,Perissodactyla_Teleoceras,Perissodactyla_Toxotherium,Perissodactyla_Trigonias,Perissodactyla_Triplopus,Perissodactyla_Tylocephalonyx,Primates_Ekgmowechashala,Proboscidea_Amebelodon,Proboscidea_Cuvieronius,Proboscidea_Eubelodon,Proboscidea_Gnathabelodon,Proboscidea_Gomphotherium,Proboscidea_Mammut,Proboscidea_Megabelodon,Proboscidea_Rhynchotherium,Proboscidea_Serbelodon,Proboscidea_Stegomastodon,Proboscidea_Tetralophodon,Proboscidea_Torynobelodon,Proboscidea_Zygolophodon,indet.
10929,Pacific Northwest PN12B,44.486111,-119.666667,7.59,6.88,14,Hemphillian-2,2.00,3,7,7,8,5,2,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10930,Pacific Northwest PN13,43.451111,-117.587222,7.59,6.88,14,Hemphillian-2,2.43,2,6,6,7,3,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10931,Pacific Northwest PN14,45.596389,-118.784722,6.88,5.91,15,Hemphillian-3,2.00,3,6,6,9,3,3,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10932,Pacific Northwest PN14II,43.616667,-117.717778,6.88,5.91,15,Hemphillian-3,3.00,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10933,Pacific Northwest PN15,44.930833,-123.028889,6.88,5.91,15,Hemphillian-3,2.50,2,4,4,4,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10936,Pacific Northwest PN17,42.542778,-112.908333,28.0,22.2,3,Arikareean-2,1.00,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10940,Pacific Northwest PN19A,44.801111,-113.246111,17.34,15.97,7,Hemingfordian-2,1.80,2,5,5,5,3,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10941,Pacific Northwest PN19B,44.801111,-113.246111,15.97,14.78,8,Barstovian-1,1.73,2,11,11,11,7,4,0,0,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10942,Pacific Northwest PN19C,43.613739,-116.237651,14.78,12.57,9,Barstovian-2,1.77,2,12,13,13,8,4,0,0,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10943,Pacific Northwest PN19D,43.613739,-116.237651,14.78,12.57,9,Barstovian-2,2.00,2,2,2,3,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10944,Pacific Northwest PN19E,43.613739,-116.237651,14.78,12.57,9,Barstovian-2,2.00,2,2,2,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10945,Pacific Northwest PN20,42.393611,-112.120278,15.97,14.78,8,Barstovian-1,2.00,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10950,Pacific Northwest PN23A,43.613739,-116.237651,4.91,2.63,17,Blancan-Early,2.00,2,7,7,8,6,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10955,Southern Great Basin SB1,33.056667,-112.046667,33.9,33.4,0,Orellan,3.00,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10957,Southern Great Basin SB3,32.72528,-114.62361,22.2,19.09,4,Arikareean-3,3.00,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10959,Southern Great Basin SB5,33.448457,-112.073844,18.5,17.34,6,Hemingfordian-1,2.00,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10961,Southern Great Basin SB7,35.198333,-109.228333,12.11,10.09,11,Clarendonian-2,2.33,2,2,2,3,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10963,Southern Great Basin SB9,34.613611,-113.535833,5.91,4.91,16,Hemphillian-4,2.43,3,6,6,7,5,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10967,Southern Great Basin SB12,34.56167,-112.38278,4.91,2.63,17,Blancan-Early,3.00,2,3,3,3,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10968,Southern Great Basin SB13,33.448457,-112.073844,4.91,2.63,17,Blancan-Early,2.18,3,11,11,11,5,4,0,2,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10969,Southern Great Basin SB14A,32.11361,-109.92111,4.91,2.63,17,Blancan-Early,2.13,3,8,8,8,5,2,0,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
